Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,5338740,5338740,5338740,3249292
ALL,ALL,5338740,5338740,5338740,3249305
ALL,ALL,5643999,5643999,5643999,3249308
ALL,ALL,5643999,5643999,5643999,3249309
ALL,ALL,1108412,1108412,1108412,3249588
ALL,ALL,5338740,5338740,5338740,3253496
ALL,ALL,5338740,5338740,5338740,3253497
ALL,ALL,5338740,5338740,5338740,3253498
ALL,ALL,5338740,5338740,5338740,3254538
ALL,ALL,5986680,5986680,5986680,3256672
ALL,ALL,5986680,5986680,5986680,3258675
ALL,ALL,5644000,5644000,5644000,3259508
ALL,ALL,5339012,5339012,5339012,3260915
ALL,ALL,5643999,5643999,5643999,3262144
ALL,ALL,5986680,5986680,5986680,3262145
ALL,ALL,5339183,5339183,5339183,3263120
ALL,ALL,5986680,5986680,5986680,3263127
ALL,ALL,5643999,5643999,5643999,3264423
ALL,ALL,5992595,5992595,5992595,3264426
ALL,ALL,5643999,5643999,5643999,3264429
ALL,ALL,5843565,5843565,5843565,3264430
ALL,ALL,5643999,5643999,5643999,3264434
ALL,ALL,5644000,5644000,5644000,3265481
ALL,ALL,5338740,5338740,5338740,3265486
ALL,ALL,5338740,5338740,5338740,3267953
ALL,ALL,5641466,5641466,5641466,3267994
ALL,ALL,5338740,5338740,5338740,3268540
ALL,ALL,5338740,5338740,5338740,3268541
ALL,ALL,5641466,5641466,5641466,3269012
ALL,ALL,5338740,5338740,5338740,3276928
ALL,ALL,5643999,5643999,5643999,3279709
ALL,ALL,5339178,5339178,5339178,3279715
ALL,ALL,5338740,5338740,5338740,3280112
ALL,ALL,5992586,5992586,5992586,3280115
ALL,ALL,5338737,5338737,5338737,3283330
ALL,ALL,2172197,2172197,2172197,3283361
ALL,ALL,2172197,2172197,2172197,3283362
ALL,ALL,2172197,2172197,2172197,3283363
ALL,ALL,2172197,2172197,2172197,3283364
ALL,ALL,2172197,2172197,2172197,3283365
ALL,ALL,2172197,2172197,2172197,3283366
ALL,ALL,2172197,2172197,2172197,3283367
ALL,ALL,2172197,2172197,2172197,3283368
ALL,ALL,2172197,2172197,2172197,3283369
ALL,ALL,2172197,2172197,2172197,3283370
ALL,ALL,2172197,2172197,2172197,3283375
ALL,ALL,5986680,5986680,5986680,3284821
ALL,ALL,2172197,2172197,2172197,3286661
ALL,ALL,5338740,5338740,5338740,3286691
ALL,ALL,5641465,5641465,5641465,3287479
ALL,ALL,1108409,1108409,1108409,3287614
ALL,ALL,5339185,5339185,5339185,3288339
ALL,ALL,5338740,5338740,5338740,3288359
ALL,ALL,5338740,5338740,5338740,3288373
ALL,ALL,5338740,5338740,5338740,3289204
ALL,ALL,5338740,5338740,5338740,3289516
ALL,ALL,5644000,5644000,5644000,3294291
ALL,ALL,5992586,5992586,5992586,3295526
ALL,ALL,5644000,5644000,5644000,3296200
ALL,ALL,1108309,1108309,1108309,3296234
ALL,ALL,5338740,5338740,5338740,3299702
ALL,ALL,5641466,5641466,5641466,3300906
ALL,ALL,5992577,5992577,5992577,3300907
ALL,ALL,5992595,5992595,5992595,3301536
ALL,ALL,1108306,1108306,1108306,3302377
ALL,ALL,1108306,1108306,1108306,3302379
ALL,ALL,1108306,1108306,1108306,3302647
ALL,ALL,1108306,1108306,1108306,3302648
ALL,ALL,1108306,1108306,1108306,3302649
ALL,ALL,1108306,1108306,1108306,3302650
ALL,ALL,1108306,1108306,1108306,3302651
ALL,ALL,1108306,1108306,1108306,3302655
ALL,ALL,1108306,1108306,1108306,3302656
ALL,ALL,1108306,1108306,1108306,3302657
ALL,ALL,1108306,1108306,1108306,3302658
ALL,ALL,1108306,1108306,1108306,3302660
ALL,ALL,1108306,1108306,1108306,3302661
ALL,ALL,1108306,1108306,1108306,3302662
ALL,ALL,1108306,1108306,1108306,3302663
ALL,ALL,1108306,1108306,1108306,3302664
ALL,ALL,1108306,1108306,1108306,3302665
ALL,ALL,1108306,1108306,1108306,3302666
ALL,ALL,1108306,1108306,1108306,3302667
ALL,ALL,1108306,1108306,1108306,3302668
ALL,ALL,1108306,1108306,1108306,3302669
ALL,ALL,1108306,1108306,1108306,3302670
ALL,ALL,1108306,1108306,1108306,3302671
ALL,ALL,1108306,1108306,1108306,3302672
ALL,ALL,1108306,1108306,1108306,3302673
ALL,ALL,1108306,1108306,1108306,3302674
ALL,ALL,4322613,4322613,4322613,3303190
ALL,ALL,5986680,5986680,5986680,3303241
ALL,ALL,5643999,5643999,5643999,3303847
ALL,ALL,5643999,5643999,5643999,3303848
ALL,ALL,5338740,5338740,5338740,3324248
ALL,ALL,2172197,2172197,2172197,3324999
ALL,ALL,5992595,5992595,5992595,3326137
ALL,ALL,5644000,5644000,5644000,3327314
ALL,ALL,1108306,1108306,1108306,3328247
ALL,ALL,1108306,1108306,1108306,3328248
ALL,ALL,1108306,1108306,1108306,3328249
ALL,ALL,5644000,5644000,5644000,3328425
ALL,ALL,1108306,1108306,1108306,3328462
ALL,ALL,1108306,1108306,1108306,3328463
ALL,ALL,1108306,1108306,1108306,3328464
ALL,ALL,1108306,1108306,1108306,3328485
ALL,ALL,1108306,1108306,1108306,3328486
ALL,ALL,1108306,1108306,1108306,3328487
ALL,ALL,1108306,1108306,1108306,3328488
ALL,ALL,1108306,1108306,1108306,3328489
ALL,ALL,1108306,1108306,1108306,3328490
ALL,ALL,1108306,1108306,1108306,3328491
ALL,ALL,1108306,1108306,1108306,3328493
ALL,ALL,1108306,1108306,1108306,3328494
ALL,ALL,1108306,1108306,1108306,3328500
ALL,ALL,1108306,1108306,1108306,3328507
ALL,ALL,5641464,5641464,5641464,3328515
ALL,ALL,5339184,5339184,5339184,3330163
ALL,ALL,5338740,5338740,5338740,3331151
ALL,ALL,5643999,5643999,5643999,3331294
ALL,ALL,5643999,5643999,5643999,3331295
ALL,ALL,2563700,2563700,2563700,3333247
ALL,ALL,5338740,5338740,5338740,3333248
ALL,ALL,5641461,5641461,5641461,3333321
ALL,ALL,5843567,5843567,5843567,3333322
ALL,ALL,5641461,5641461,5641461,3334336
ALL,ALL,5641461,5641461,5641461,3334371
ALL,ALL,5643999,5643999,5643999,3334395
ALL,ALL,5992604,5992604,5992604,3334396
ALL,ALL,5992604,5992604,5992604,3334397
ALL,ALL,5339184,5339184,5339184,3334405
ALL,ALL,5643999,5643999,5643999,3334411
ALL,ALL,5992604,5992604,5992604,3334413
ALL,ALL,5992595,5992595,5992595,3335598
ALL,ALL,5992577,5992577,5992577,3335643
ALL,ALL,5644000,5644000,5644000,3338330
ALL,ALL,1108306,1108306,1108306,3339034
ALL,ALL,1108306,1108306,1108306,3339564
ALL,ALL,1108306,1108306,1108306,3339605
ALL,ALL,1108306,1108306,1108306,3339606
ALL,ALL,1108306,1108306,1108306,3339607
ALL,ALL,1108306,1108306,1108306,3339608
ALL,ALL,1108306,1108306,1108306,3339610
ALL,ALL,1108306,1108306,1108306,3339611
ALL,ALL,1108306,1108306,1108306,3339612
ALL,ALL,1108306,1108306,1108306,3339613
ALL,ALL,5338737,5338737,5338737,3339664
ALL,ALL,1108306,1108306,1108306,3339895
ALL,ALL,1108306,1108306,1108306,3339896
ALL,ALL,1108306,1108306,1108306,3339912
ALL,ALL,1108306,1108306,1108306,3340183
ALL,ALL,1108306,1108306,1108306,3340184
ALL,ALL,1108306,1108306,1108306,3340377
ALL,ALL,1108306,1108306,1108306,3340378
ALL,ALL,1108306,1108306,1108306,3340825
ALL,ALL,1108306,1108306,1108306,3341038
ALL,ALL,1108306,1108306,1108306,3341039
ALL,ALL,5338740,5338740,5338740,3341173
ALL,ALL,1108306,1108306,1108306,3341235
ALL,ALL,1108306,1108306,1108306,3341256
ALL,ALL,1108306,1108306,1108306,3341257
ALL,ALL,1108306,1108306,1108306,3341258
ALL,ALL,1108306,1108306,1108306,3341259
ALL,ALL,1108306,1108306,1108306,3341275
ALL,ALL,1108306,1108306,1108306,3341276
ALL,ALL,1108306,1108306,1108306,3341277
ALL,ALL,1108306,1108306,1108306,3341278
ALL,ALL,1108306,1108306,1108306,3341279
ALL,ALL,1108306,1108306,1108306,3341285
ALL,ALL,1108306,1108306,1108306,3341288
ALL,ALL,1108306,1108306,1108306,3341289
ALL,ALL,1108306,1108306,1108306,3341290
ALL,ALL,1108306,1108306,1108306,3341291
ALL,ALL,1108306,1108306,1108306,3341292
ALL,ALL,1108306,1108306,1108306,3341293
ALL,ALL,1108306,1108306,1108306,3341294
ALL,ALL,1108306,1108306,1108306,3341295
ALL,ALL,1108306,1108306,1108306,3341296
ALL,ALL,1108306,1108306,1108306,3341298
ALL,ALL,1108306,1108306,1108306,3341299
ALL,ALL,1108306,1108306,1108306,3341300
ALL,ALL,1108306,1108306,1108306,3341301
ALL,ALL,1108306,1108306,1108306,3341302
ALL,ALL,1108306,1108306,1108306,3341303
ALL,ALL,1108306,1108306,1108306,3341304
ALL,ALL,1108306,1108306,1108306,3341305
ALL,ALL,1108306,1108306,1108306,3341306
ALL,ALL,1108306,1108306,1108306,3341307
ALL,ALL,1108306,1108306,1108306,3341308
ALL,ALL,1108306,1108306,1108306,3341309
ALL,ALL,1108306,1108306,1108306,3341310
ALL,ALL,1108306,1108306,1108306,3341311
ALL,ALL,1108306,1108306,1108306,3341312
ALL,ALL,1108306,1108306,1108306,3341313
ALL,ALL,1108306,1108306,1108306,3341314
ALL,ALL,1108306,1108306,1108306,3341315
ALL,ALL,1108306,1108306,1108306,3341319
ALL,ALL,1108306,1108306,1108306,3341320
ALL,ALL,1108306,1108306,1108306,3341321
ALL,ALL,1108306,1108306,1108306,3341322
ALL,ALL,1108306,1108306,1108306,3341387
ALL,ALL,1108306,1108306,1108306,3341392
ALL,ALL,1108306,1108306,1108306,3341393
ALL,ALL,1108306,1108306,1108306,3341394
ALL,ALL,1108306,1108306,1108306,3341410
ALL,ALL,1108306,1108306,1108306,3341411
ALL,ALL,1108306,1108306,1108306,3341412
ALL,ALL,5338740,5338740,5338740,3344017
ALL,ALL,5641466,5641466,5641466,3344712
ALL,ALL,5338740,5338740,5338740,3345347
ALL,ALL,5338740,5338740,5338740,3345364
ALL,ALL,4322613,4322613,4322613,3345374
ALL,ALL,5338740,5338740,5338740,3345482
ALL,ALL,5338740,5338740,5338740,3345489
ALL,ALL,5643999,5643999,5643999,3348288
ALL,ALL,5992577,5992577,5992577,3348289
ALL,ALL,5643999,5643999,5643999,3348290
ALL,ALL,5643999,5643999,5643999,3348292
ALL,ALL,5643999,5643999,5643999,3348293
ALL,ALL,5992595,5992595,5992595,3349262
ALL,ALL,5843567,5843567,5843567,3352338
ALL,ALL,4322613,4322613,4322613,3352341
ALL,ALL,1108409,1108409,1108409,3353582
ALL,ALL,5338740,5338740,5338740,3354872
ALL,ALL,5992605,5992605,5992605,3354878
ALL,ALL,5986680,5986680,5986680,3357831
ALL,ALL,4322613,4322613,4322613,3358126
ALL,ALL,5644000,5644000,5644000,3358127
ALL,ALL,5644000,5644000,5644000,3360181
ALL,ALL,5643999,5643999,5643999,3363377
ALL,ALL,5338740,5338740,5338740,3364275
ALL,ALL,5992595,5992595,5992595,3364281
ALL,ALL,2563700,2563700,2563700,3365354
ALL,ALL,5338740,5338740,5338740,3367205
ALL,ALL,5338740,5338740,5338740,3370478
ALL,ALL,5338740,5338740,5338740,3370824
ALL,ALL,5338740,5338740,5338740,3370835
ALL,ALL,4322613,4322613,4322613,3371574
ALL,ALL,4322613,4322613,4322613,3371575
ALL,ALL,5339184,5339184,5339184,3373499
ALL,ALL,5992587,5992587,5992587,3373758
ALL,ALL,5339184,5339184,5339184,3373773
ALL,ALL,5339184,5339184,5339184,3373810
ALL,ALL,5339184,5339184,5339184,3373811
ALL,ALL,5338740,5338740,5338740,3373812
ALL,ALL,5339184,5339184,5339184,3373813
ALL,ALL,5339184,5339184,5339184,3373814
ALL,ALL,5339184,5339184,5339184,3373830
ALL,ALL,5338740,5338740,5338740,3373831
ALL,ALL,5644000,5644000,5644000,3373832
ALL,ALL,5339184,5339184,5339184,3374479
ALL,ALL,5338740,5338740,5338740,3374550
ALL,ALL,1108412,1108412,1108412,3375414
ALL,ALL,5338740,5338740,5338740,3375455
ALL,ALL,5338737,5338737,5338737,3375461
ALL,ALL,5338740,5338740,5338740,3375462
ALL,ALL,4322613,4322613,4322613,3375463
ALL,ALL,5338740,5338740,5338740,3375525
ALL,ALL,5644000,5644000,5644000,3375527
ALL,ALL,2172197,2172197,2172197,3375652
ALL,ALL,1108306,1108306,1108306,3376483
ALL,ALL,1108306,1108306,1108306,3376490
ALL,ALL,1108306,1108306,1108306,3376495
ALL,ALL,1108306,1108306,1108306,3376504
ALL,ALL,1108306,1108306,1108306,3376511
ALL,ALL,1108349,1108349,1108349,3376711
ALL,ALL,1108306,1108306,1108306,3376714
ALL,ALL,1108306,1108306,1108306,3376834
ALL,ALL,1108306,1108306,1108306,3376867
ALL,ALL,1108306,1108306,1108306,3376891
ALL,ALL,1108306,1108306,1108306,3376908
ALL,ALL,5992595,5992595,5992595,3377038
ALL,ALL,1108306,1108306,1108306,3377148
ALL,ALL,5992595,5992595,5992595,3377152
ALL,ALL,5339179,5339179,5339179,3377177
ALL,ALL,5986680,5986680,5986680,3377443
ALL,ALL,4322613,4322613,4322613,3377769
ALL,ALL,2172197,2172197,2172197,3377805
ALL,ALL,5641461,5641461,5641461,3377828
ALL,ALL,4548286,4548286,4548286,3378510
ALL,ALL,5992595,5992595,5992595,3378537
ALL,ALL,4322613,4322613,4322613,3378938
ALL,ALL,5338740,5338740,5338740,3378942
ALL,ALL,2172197,2172197,2172197,3379523
ALL,ALL,2172197,2172197,2172197,3379527
ALL,ALL,2172197,2172197,2172197,3379567
ALL,ALL,5643999,5643999,5643999,3385215
ALL,ALL,5338740,5338740,5338740,3385217
ALL,ALL,5339178,5339178,5339178,3386846
ALL,ALL,1108349,1108349,1108349,3387685
ALL,ALL,4322613,4322613,4322613,3387689
ALL,ALL,5644000,5644000,5644000,3387906
ALL,ALL,5338740,5338740,5338740,3387907
ALL,ALL,5992595,5992595,5992595,3388627
ALL,ALL,5992595,5992595,5992595,3388628
ALL,ALL,2172197,2172197,2172197,3388629
ALL,ALL,5644000,5644000,5644000,3389303
ALL,ALL,5641467,5641467,5641467,3389516
ALL,ALL,5641467,5641467,5641467,3389540
ALL,ALL,5338740,5338740,5338740,3390511
ALL,ALL,5338740,5338740,5338740,3392150
ALL,ALL,5641464,5641464,5641464,3394246
ALL,ALL,5843566,5843566,5843566,3395446
ALL,ALL,5338740,5338740,5338740,3395447
ALL,ALL,5992587,5992587,5992587,3396846
ALL,ALL,4322613,4322613,4322613,3397366
ALL,ALL,4322613,4322613,4322613,3397368
ALL,ALL,2563700,2563700,2563700,3397597
ALL,ALL,5992586,5992586,5992586,3397598
ALL,ALL,5992586,5992586,5992586,3397599
ALL,ALL,5992604,5992604,5992604,3397605
ALL,ALL,5643999,5643999,5643999,3397606
ALL,ALL,5338740,5338740,5338740,3416752
ALL,ALL,5338740,5338740,5338740,3417660
ALL,ALL,5338740,5338740,5338740,3418022
ALL,ALL,1108349,1108349,1108349,3420195
ALL,ALL,1108349,1108349,1108349,3420196
ALL,ALL,5644000,5644000,5644000,3420197
ALL,ALL,1108349,1108349,1108349,3420198
ALL,ALL,5644000,5644000,5644000,3420199
ALL,ALL,5643999,5643999,5643999,3420200
ALL,ALL,5644000,5644000,5644000,3420249
ALL,ALL,5338740,5338740,5338740,3425227
ALL,ALL,5641464,5641464,5641464,3427004
ALL,ALL,5338740,5338740,5338740,3427055
ALL,ALL,1108309,1108309,1108309,344961
ALL,ALL,1108309,1108309,1108309,344974
ALL,ALL,1108309,1108309,1108309,344977
ALL,ALL,5644000,5644000,5644000,3449916
ALL,ALL,5338740,5338740,5338740,3450195
ALL,ALL,5338740,5338740,5338740,3450196
ALL,ALL,5986680,5986680,5986680,3450197
ALL,ALL,5643999,5643999,5643999,3450203
ALL,ALL,5339184,5339184,5339184,3451447
ALL,ALL,5644000,5644000,5644000,3451852
ALL,ALL,1108349,1108349,1108349,3452515
ALL,ALL,1108349,1108349,1108349,3452519
ALL,ALL,1108349,1108349,1108349,3452541
ALL,ALL,1108349,1108349,1108349,3452555
ALL,ALL,1108349,1108349,1108349,3452556
ALL,ALL,1108349,1108349,1108349,3452559
ALL,ALL,1108349,1108349,1108349,3452571
ALL,ALL,4322613,4322613,4322613,3456446
ALL,ALL,5992577,5992577,5992577,3456769
ALL,ALL,4548286,4548286,4548286,3458243
ALL,ALL,5992587,5992587,5992587,3458244
ALL,ALL,5644000,5644000,5644000,3459919
ALL,ALL,5338740,5338740,5338740,3460063
ALL,ALL,2172197,2172197,2172197,3462626
ALL,ALL,1108306,1108306,1108306,3463201
ALL,ALL,1108306,1108306,1108306,3463420
ALL,ALL,5986680,5986680,5986680,3463518
ALL,ALL,5338737,5338737,5338737,3463978
ALL,ALL,5338737,5338737,5338737,3463979
ALL,ALL,2172197,2172197,2172197,3463994
ALL,ALL,5338740,5338740,5338740,3464122
ALL,ALL,5338740,5338740,5338740,3467795
ALL,ALL,5641463,5641463,5641463,3468364
ALL,ALL,5992577,5992577,5992577,3469091
ALL,ALL,5992577,5992577,5992577,3469099
ALL,ALL,5992586,5992586,5992586,3469163
ALL,ALL,5992605,5992605,5992605,3469749
ALL,ALL,5643999,5643999,5643999,3470813
ALL,ALL,5338740,5338740,5338740,3470835
ALL,ALL,5338740,5338740,5338740,3470836
ALL,ALL,5992605,5992605,5992605,3470837
ALL,ALL,4322613,4322613,4322613,3471875
ALL,ALL,5338740,5338740,5338740,3472014
ALL,ALL,5644000,5644000,5644000,3472015
ALL,ALL,5843566,5843566,5843566,3472017
ALL,ALL,5338740,5338740,5338740,3473241
ALL,ALL,5643999,5643999,5643999,3473242
ALL,ALL,5643999,5643999,5643999,3473243
ALL,ALL,5643999,5643999,5643999,3473244
ALL,ALL,5643999,5643999,5643999,3473245
ALL,ALL,5992605,5992605,5992605,3473246
ALL,ALL,5643999,5643999,5643999,3473247
ALL,ALL,5641461,5641461,5641461,347407
ALL,ALL,5644000,5644000,5644000,3474199
ALL,ALL,5644000,5644000,5644000,3475238
ALL,ALL,5338740,5338740,5338740,3476155
ALL,ALL,5644000,5644000,5644000,3477876
ALL,ALL,5986680,5986680,5986680,3478180
ALL,ALL,4322613,4322613,4322613,3485345
ALL,ALL,4548286,4548286,4548286,3485346
ALL,ALL,4322613,4322613,4322613,3486975
ALL,ALL,4322613,4322613,4322613,3486976
ALL,ALL,5992577,5992577,5992577,3488115
ALL,ALL,5339180,5339180,5339180,3489567
ALL,ALL,1108309,1108309,1108309,348987
ALL,ALL,4322613,4322613,4322613,3490763
ALL,ALL,4322613,4322613,4322613,3490764
ALL,ALL,4322613,4322613,4322613,3492923
ALL,ALL,5338740,5338740,5338740,349353
ALL,ALL,5339185,5339185,5339185,349395
ALL,ALL,5843567,5843567,5843567,349433
ALL,ALL,5992595,5992595,5992595,3494694
ALL,ALL,5644000,5644000,5644000,349520
ALL,ALL,5992595,5992595,5992595,349530
ALL,ALL,5641461,5641461,5641461,349562
ALL,ALL,2563700,2563700,2563700,349575
ALL,ALL,5641461,5641461,5641461,349593
ALL,ALL,5641461,5641461,5641461,349597
ALL,ALL,5338740,5338740,5338740,349612
ALL,ALL,2563700,2563700,2563700,349613
ALL,ALL,5339180,5339180,5339180,349639
ALL,ALL,5992604,5992604,5992604,349640
ALL,ALL,5339185,5339185,5339185,349657
ALL,ALL,5641466,5641466,5641466,3496894
ALL,ALL,5339184,5339184,5339184,3496897
ALL,ALL,5339185,5339185,5339185,349708
ALL,ALL,5641462,5641462,5641462,349741
ALL,ALL,1108306,1108306,1108306,349745
ALL,ALL,5338740,5338740,5338740,349758
ALL,ALL,5338740,5338740,5338740,349760
ALL,ALL,5338740,5338740,5338740,349761
ALL,ALL,5644000,5644000,5644000,3497836
ALL,ALL,5338740,5338740,5338740,349786
ALL,ALL,5641466,5641466,5641466,349802
ALL,ALL,5338740,5338740,5338740,349830
ALL,ALL,5992595,5992595,5992595,349840
ALL,ALL,5338740,5338740,5338740,349844
ALL,ALL,5641461,5641461,5641461,349863
ALL,ALL,4322613,4322613,4322613,3498732
ALL,ALL,5644000,5644000,5644000,3498759
ALL,ALL,4322613,4322613,4322613,3498785
ALL,ALL,5641461,5641461,5641461,349932
ALL,ALL,5641461,5641461,5641461,349933
ALL,ALL,2563700,2563700,2563700,3509727
ALL,ALL,4322613,4322613,4322613,3509728
ALL,ALL,4322613,4322613,4322613,3509734
ALL,ALL,4322613,4322613,4322613,3509745
ALL,ALL,4322613,4322613,4322613,3509746
ALL,ALL,4322613,4322613,4322613,3509867
ALL,ALL,5338740,5338740,5338740,3509886
ALL,ALL,4322613,4322613,4322613,3509887
ALL,ALL,4322613,4322613,4322613,3509888
ALL,ALL,4322613,4322613,4322613,3509889
ALL,ALL,4322613,4322613,4322613,3516973
ALL,ALL,5992595,5992595,5992595,3517108
ALL,ALL,5643999,5643999,5643999,3517205
ALL,ALL,4322613,4322613,4322613,3517207
ALL,ALL,5992595,5992595,5992595,3517208
ALL,ALL,5338740,5338740,5338740,3517210
ALL,ALL,5843567,5843567,5843567,3518061
ALL,ALL,5338740,5338740,5338740,3518064
ALL,ALL,4322613,4322613,4322613,3518107
ALL,ALL,1108412,1108412,1108412,3518339
ALL,ALL,5643999,5643999,5643999,3518366
ALL,ALL,5641465,5641465,5641465,3518368
ALL,ALL,5992577,5992577,5992577,3518370
ALL,ALL,5338740,5338740,5338740,3520460
ALL,ALL,4322613,4322613,4322613,3520461
ALL,ALL,4322613,4322613,4322613,3522735
ALL,ALL,5338740,5338740,5338740,3524499
ALL,ALL,5338736,5338736,5338736,3524508
ALL,ALL,5643999,5643999,5643999,3524897
ALL,ALL,5644000,5644000,5644000,3525496
ALL,ALL,5644000,5644000,5644000,352610
ALL,ALL,5339184,5339184,5339184,3526370
ALL,ALL,5339009,5339009,5339009,3526774
ALL,ALL,4322613,4322613,4322613,3528243
ALL,ALL,2563700,2563700,2563700,3528498
ALL,ALL,5843567,5843567,5843567,3529240
ALL,ALL,4322613,4322613,4322613,3531822
ALL,ALL,2563700,2563700,2563700,3535981
ALL,ALL,5338740,5338740,5338740,3537136
ALL,ALL,5338740,5338740,5338740,3538760
ALL,ALL,5643999,5643999,5643999,3538761
ALL,ALL,5843565,5843565,5843565,3540651
ALL,ALL,5338740,5338740,5338740,3540710
ALL,ALL,5641464,5641464,5641464,3541788
ALL,ALL,5643999,5643999,5643999,3541817
ALL,ALL,5338740,5338740,5338740,3542444
ALL,ALL,5338740,5338740,5338740,3543230
ALL,ALL,4322613,4322613,4322613,3544181
ALL,ALL,2172197,2172197,2172197,3544857
ALL,ALL,2172197,2172197,2172197,3544858
ALL,ALL,5992605,5992605,5992605,3545003
ALL,ALL,4322613,4322613,4322613,3545195
ALL,ALL,5992605,5992605,5992605,3546886
ALL,ALL,5992605,5992605,5992605,3546887
ALL,ALL,1108306,1108306,1108306,3548710
ALL,ALL,1108306,1108306,1108306,3548711
ALL,ALL,1108306,1108306,1108306,3548718
ALL,ALL,1108306,1108306,1108306,3548751
ALL,ALL,5338740,5338740,5338740,3548753
ALL,ALL,5641461,5641461,5641461,3550932
ALL,ALL,1108306,1108306,1108306,3553802
ALL,ALL,1108306,1108306,1108306,3553820
ALL,ALL,5338736,5338736,5338736,3554917
ALL,ALL,5338740,5338740,5338740,3555535
ALL,ALL,1108306,1108306,1108306,3555735
ALL,ALL,1108306,1108306,1108306,3555857
ALL,ALL,5338740,5338740,5338740,3555889
ALL,ALL,5338740,5338740,5338740,3555921
ALL,ALL,5338740,5338740,5338740,3555922
ALL,ALL,5992586,5992586,5992586,3557782
ALL,ALL,1108306,1108306,1108306,3559868
ALL,ALL,4548286,4548286,4548286,3560892
ALL,ALL,5338740,5338740,5338740,3561563
ALL,ALL,5338740,5338740,5338740,3561587
ALL,ALL,5338740,5338740,5338740,3561589
ALL,ALL,5338740,5338740,5338740,3562541
ALL,ALL,1108306,1108306,1108306,3562544
ALL,ALL,1108306,1108306,1108306,3562565
ALL,ALL,1108306,1108306,1108306,3562566
ALL,ALL,1108306,1108306,1108306,3562567
ALL,ALL,1108306,1108306,1108306,3562568
ALL,ALL,1108306,1108306,1108306,3562571
ALL,ALL,1108306,1108306,1108306,3562572
ALL,ALL,5992577,5992577,5992577,3565108
ALL,ALL,5986680,5986680,5986680,3565130
ALL,ALL,5986680,5986680,5986680,3565316
ALL,ALL,5992595,5992595,5992595,3566275
ALL,ALL,1108309,1108309,1108309,3568323
ALL,ALL,1108306,1108306,1108306,3572984
ALL,ALL,1108306,1108306,1108306,3572989
ALL,ALL,1108306,1108306,1108306,3572995
