Item.[Item Life Cycle],Item.[Planning Item],Item.[Planning Item Disc Date]
Non POC,11001257,
Non POC,11001258,
Non POC,11001263,
Non POC,11001265,
Non POC,11001266,
Non POC,11001267,
Non POC,11001268,
Non POC,11001269,
Non POC,11001270,
Non POC,11001271,
Non POC,11001272,
Non POC,11001273,
Non POC,11001274,
Non POC,11001275,
Non POC,11001276,
Non POC,11001277,
Non POC,11001278,
Non POC,11001279,
Non POC,11001280,
Non POC,11001281,
Non POC,11001282,
Non POC,11001283,
Non POC,11001284,
Non POC,11001285,
Non POC,11001286,
Non POC,11001287,
Non POC,11001288,
Non POC,11001289,
Non POC,11001290,
Non POC,11001291,
Non POC,11001292,
Non POC,11001293,
Non POC,11001294,
Non POC,11001295,
Non POC,11001296,
Non POC,11001297,
Non POC,11001298,
Non POC,11001299,
Non POC,11001300,
Non POC,11001301,
Non POC,11001302,
Non POC,11001303,
Non POC,11001304,
Non POC,11001305,
Non POC,11001306,
Non POC,11001307,
Non POC,11001308,
Non POC,11001309,
Non POC,11001310,
Non POC,11001311,
Non POC,11001312,
Non POC,11001313,
Non POC,11001314,
Non POC,11001315,
Non POC,11001316,
Non POC,11001317,
Non POC,11001318,
Non POC,11001319,
Non POC,11001320,
Non POC,11001321,
Non POC,11001322,
Non POC,11001323,
Non POC,11001324,
Non POC,11001325,
Non POC,11001326,
Non POC,11001327,
Non POC,11001328,
Non POC,11001329,
Non POC,11001330,
Non POC,11001331,
Non POC,11001332,
Non POC,11001333,
Non POC,11001334,
Non POC,11001335,
Non POC,11001336,
Non POC,11001337,
Non POC,11001338,
Non POC,11001339,
Non POC,11001340,
Non POC,11001341,
Non POC,11001342,
Non POC,11001343,
Non POC,11001344,
Non POC,11001345,
Non POC,11001346,
Non POC,11001347,
Non POC,11001348,
Non POC,11001349,
Non POC,11001350,
Non POC,11001351,
Non POC,11001352,
Non POC,11001353,
Non POC,11001354,
Non POC,11001355,
Non POC,11001356,
Non POC,11001357,
Non POC,11001358,
Non POC,11001359,
Non POC,11001360,
Non POC,11001361,
Non POC,11001362,
Non POC,11001363,
Non POC,11001364,
Non POC,11001365,
Non POC,11001366,
Non POC,11001367,
Non POC,11001368,
Non POC,11001369,
Non POC,11001370,
Non POC,11001371,
Non POC,11001372,
Non POC,11001373,
Non POC,11001374,
Non POC,11001375,
Non POC,11001376,
Non POC,11001377,
Non POC,11001378,
Non POC,11001379,
Non POC,11001380,
Non POC,11001381,
Non POC,11001382,
Non POC,11001383,
Non POC,11001384,
Non POC,11001385,
Non POC,11001386,
Non POC,11001387,
Non POC,11001388,
Non POC,11001389,
Non POC,11001390,
Non POC,11001391,
Non POC,11001392,
Non POC,11001393,
Non POC,11001394,
Non POC,11001395,
Non POC,11001396,
Non POC,11001397,
Non POC,11001398,
Non POC,11001399,
Non POC,11001400,
Non POC,11001401,
Non POC,11001402,
Non POC,11001403,
Non POC,11001404,
Non POC,11001405,
Non POC,11001406,
Non POC,11001407,
Non POC,11001408,
Non POC,11001409,
Non POC,11001410,
Non POC,11001411,
Non POC,11001412,
Non POC,11001413,
Non POC,11001414,
Non POC,11001415,
Non POC,11001416,
Non POC,11001417,
Non POC,11001418,
Non POC,11001419,
Non POC,11001420,
Non POC,11001421,
Non POC,11001422,
Non POC,11001423,
Non POC,11001424,
Non POC,11001425,
Non POC,11001426,
Non POC,11001427,
Non POC,11001428,
Non POC,11001429,
Non POC,11001430,
Non POC,11001431,
Non POC,11001432,
Non POC,11001433,
Non POC,11001434,
Non POC,11001435,
Non POC,11001436,
Non POC,11001437,
Non POC,11001438,
Non POC,11001439,
Non POC,11001440,
Non POC,11001441,
Non POC,11001442,
Non POC,11001443,
Non POC,11001444,
Non POC,11001445,
Non POC,11001446,
Non POC,11001447,
Non POC,11001448,
Non POC,11001449,
Non POC,11001450,
Non POC,11001451,
Non POC,11001452,
Non POC,11001453,
Non POC,11001454,
Non POC,11001455,
Non POC,11001456,
Non POC,11001457,
Non POC,11001458,
Non POC,11001459,
Non POC,11001460,
Non POC,11001461,
Non POC,11001462,
Non POC,11001463,
Non POC,11001464,
Non POC,11001465,
Non POC,11001466,
Non POC,11001467,
Non POC,11001468,
Non POC,11001469,
Non POC,11001470,
Non POC,11001471,
Non POC,11001472,
Non POC,11001473,
Non POC,11001474,
Non POC,11001475,
Non POC,11001476,
Non POC,11001477,
Non POC,11001478,
Non POC,11001479,
Non POC,11001480,
Non POC,11001481,
Non POC,11001482,
Non POC,11001483,
Non POC,11001484,
Non POC,11001485,
Non POC,11001486,
Non POC,11001487,
Non POC,11001488,
Non POC,11001489,
Non POC,11001490,
Non POC,11001491,
Non POC,11001492,
Non POC,11001493,
Non POC,11001494,
Non POC,11001495,
Non POC,11001496,
Non POC,11001497,
Non POC,11001498,
Non POC,11001499,
Non POC,11001500,
Non POC,11001501,
Non POC,11001502,
Non POC,11001503,
Non POC,11001504,
Non POC,11001505,
Non POC,11001506,
Non POC,11001507,
Non POC,11001508,
Non POC,11001509,
Non POC,11001510,
Non POC,11001511,
Non POC,11001512,
Non POC,11001513,
Non POC,11001514,
Non POC,11001515,
Non POC,11001516,
Non POC,11001517,
Non POC,11001518,
Non POC,11001519,
Non POC,11001520,
Non POC,11001521,
Non POC,11001522,
Non POC,11001523,
Non POC,11001524,
Non POC,11001525,
Non POC,11001526,
Non POC,11001527,
Non POC,11001528,
Non POC,11001529,
Non POC,11001530,
Non POC,11001531,
Non POC,11001532,
Non POC,11001533,
Non POC,11001534,
Non POC,11001535,
Non POC,11001536,
Non POC,11001537,
Non POC,11001538,
Non POC,11001539,
Non POC,11001540,
Non POC,11001541,
Non POC,11001542,
Non POC,11001543,
Non POC,11001544,
Non POC,11001545,
Non POC,11001546,
Non POC,11001547,
Non POC,11001548,
Non POC,11001549,
Non POC,11001550,
Non POC,11001551,
Non POC,11001552,
Non POC,11001553,
Non POC,11001554,
Non POC,11001555,
Non POC,11001556,
Non POC,11001557,
Non POC,11001558,
Non POC,11001559,
Non POC,11001560,
Non POC,11001561,
Non POC,11001562,
Non POC,11001563,
Non POC,11001564,
Non POC,11001565,
Non POC,11001566,
Non POC,11001567,
Non POC,11001568,
Non POC,11001569,
Non POC,11001570,
Non POC,11001571,
Non POC,11001572,
Non POC,11001573,
Non POC,11001574,
Non POC,11001575,
Non POC,11001576,
Non POC,11001577,
Non POC,11001578,
Non POC,11001579,
Non POC,11001580,
Non POC,11001581,
Non POC,11001582,
Non POC,11001583,
Non POC,11001584,
Non POC,11001585,
Non POC,11001586,
Non POC,11001587,
Non POC,11001588,
Non POC,11001589,
Non POC,11001590,
Non POC,11001591,
Non POC,11001592,
Non POC,11001593,
Non POC,11001594,
Non POC,11001595,
Non POC,11001596,
Non POC,11001597,
Non POC,11001598,
Non POC,11001599,
Non POC,11001600,
Non POC,11001601,
Non POC,11001602,
Non POC,11001603,
Non POC,11001604,
Non POC,11001605,
Non POC,11001606,
Non POC,11001607,
Non POC,11001608,
Non POC,11001609,
Non POC,11001610,
Non POC,11001611,
Non POC,11001612,
Non POC,11001613,
Non POC,11001614,
Non POC,11001615,
Non POC,11001616,
Non POC,11001617,
Non POC,11001618,
Non POC,11001619,
Non POC,11001620,
Non POC,11001621,
Non POC,11001622,
Non POC,11001623,
Non POC,11001624,
Non POC,11001625,
Non POC,11001626,
Non POC,11001627,
Non POC,11001628,
Non POC,11001629,
Non POC,11001630,
Non POC,11001631,
Non POC,11001632,
Non POC,11001633,
Non POC,11001634,
Non POC,11001635,
Non POC,11001636,
Non POC,11001637,
Non POC,11001638,
Non POC,11001639,
Non POC,11001640,
Non POC,11001641,
Non POC,11001642,
Non POC,11001643,
Non POC,11001644,
Non POC,11001645,
Non POC,11001646,
Non POC,11001647,
Non POC,11001648,
Non POC,11001649,
Non POC,11001650,
Non POC,11001651,
Non POC,11001652,
Non POC,11001653,
Non POC,11001654,
Non POC,11001655,
Non POC,11001656,
Non POC,11001657,
Non POC,11001658,
Non POC,11001659,
Non POC,11001660,
Non POC,11001661,
Non POC,11001662,
Non POC,11001663,
Non POC,11001664,
Non POC,11001665,
Non POC,11001666,
Non POC,11001667,
Non POC,11001668,
Non POC,11001669,
Non POC,11001670,
Non POC,11001671,
Non POC,11001672,
Non POC,11001673,
Non POC,11001674,
Non POC,11001675,
Non POC,11001676,
Non POC,11001677,
Non POC,11001678,
Non POC,11001679,
Non POC,11001680,
Non POC,11001681,
Non POC,11001682,
Non POC,11001683,
Non POC,11001684,
Non POC,11001685,
Non POC,11001686,
Non POC,11001687,
Non POC,11001688,
Non POC,11001689,
Non POC,11001690,
Non POC,11001691,
Non POC,11001692,
Non POC,11001693,
Non POC,11001694,
Non POC,11001695,
Non POC,11001696,
Non POC,11001697,
Non POC,11001698,
Non POC,11001699,
Non POC,11001700,
Non POC,11001701,
Non POC,11001702,
Non POC,11001703,
Non POC,11001704,
Non POC,11001705,
Non POC,11001706,
Non POC,11001707,
Non POC,11001708,
Non POC,11001709,
Non POC,11001710,
Non POC,11001711,
Non POC,11001712,
Non POC,11001713,
Non POC,11001714,
Non POC,11001715,
Non POC,11001716,
Non POC,11001717,
Non POC,11001718,
Non POC,11001719,
Non POC,11001720,
Non POC,11001721,
Non POC,11001722,
Non POC,11001723,
Non POC,11001724,
Non POC,11001725,
Non POC,11001726,
Non POC,11001727,
Non POC,11001728,
Non POC,11001729,
Non POC,11001730,
Non POC,11001731,
Non POC,11001732,
Non POC,11001733,
Non POC,11001734,
Non POC,11001735,
Non POC,11001736,
Non POC,11001737,
Non POC,11001738,
Non POC,11001739,
Non POC,11001740,
Non POC,11001741,
Non POC,11001742,
Non POC,11001743,
Non POC,11001744,
Non POC,11001745,
Non POC,11001746,
Non POC,11001747,
Non POC,11001748,
Non POC,11001749,
Non POC,11001750,
Non POC,11001751,
Non POC,11001752,
Non POC,11001753,
Non POC,11001754,
Non POC,11001755,
Non POC,11001756,
Non POC,11001757,
Non POC,11001758,
Non POC,11001759,
Non POC,11001760,
Non POC,11001761,
Non POC,11001762,
Non POC,11001763,
Non POC,11001764,
Non POC,11001765,
Non POC,11001766,
Non POC,11001767,
Non POC,11001768,
Non POC,11001769,
Non POC,11001770,
Non POC,11001771,
Non POC,11001772,
Non POC,11001773,
Non POC,11001774,
Non POC,11001775,
Non POC,11001776,
Non POC,11001777,
Non POC,11001778,
Non POC,11001779,
Non POC,11001780,
Non POC,11001781,
Non POC,11001782,
Non POC,11001783,
Non POC,11001784,
Non POC,11001785,
Non POC,11001786,
Non POC,11001787,
Non POC,11001788,
Non POC,11001789,
Non POC,11001790,
Non POC,11001791,
Non POC,11001792,
Non POC,11001793,
Non POC,11001794,
Non POC,11001795,
Non POC,11001796,
Non POC,11001797,
Non POC,11001798,
Non POC,11001799,
Non POC,11001800,
Non POC,11001801,
Non POC,11001802,
Non POC,11001803,
Non POC,11001804,
Non POC,11001805,
Non POC,11001806,
Non POC,11001807,
Non POC,11001808,
Non POC,11001809,
Non POC,11001810,
Non POC,11001811,
Non POC,11001812,
Non POC,11001813,
Non POC,11001814,
Non POC,11001815,
Non POC,11001816,
Non POC,11001817,
Non POC,11001818,
Non POC,11001819,
Non POC,11001820,
Non POC,11001821,
Non POC,11001822,
Non POC,11001823,
Non POC,11001824,
Non POC,11001825,
Non POC,11001826,
Non POC,11001827,
Non POC,11001828,
Non POC,11001829,
Non POC,11001830,
Non POC,11001831,
Non POC,11001832,
Non POC,11001833,
Non POC,11001834,
Non POC,11001835,
Non POC,11001836,
Non POC,11001837,
Non POC,11001838,
Non POC,11001839,
Non POC,11001840,
Non POC,11001841,
Non POC,11001842,
Non POC,11001843,
Non POC,11001844,
Non POC,11001845,
Non POC,11001846,
Non POC,11001847,
Non POC,11001848,
Non POC,11001849,
Non POC,11001850,
Non POC,11001851,
Non POC,11001852,
Non POC,11001853,
Non POC,11001854,
Non POC,11001855,
Non POC,11001856,
Non POC,11001857,
Non POC,11001858,
Non POC,11001859,
Non POC,11001860,
Non POC,11001861,
Non POC,11001862,
Non POC,11001863,
Non POC,11001864,
Non POC,11001865,
Non POC,11001866,
Non POC,11001867,
Non POC,11001868,
Non POC,11001869,
Non POC,11001870,
Non POC,11001871,
Non POC,11001872,
Non POC,11001873,
Non POC,11001874,
Non POC,11001875,
Non POC,11001876,
Non POC,11001877,
Non POC,11001878,
Non POC,11001879,
Non POC,11001880,
Non POC,11001881,
Non POC,11001882,
Non POC,11001883,
Non POC,11001884,
Non POC,11001885,
Non POC,11001886,
Non POC,11001887,
Non POC,11001888,
Non POC,11001889,
Non POC,11001890,
Non POC,11001891,
Non POC,11001892,
Non POC,11001893,
Non POC,11001894,
Non POC,11001895,
Non POC,11001896,
Non POC,11001897,
Non POC,11001898,
Non POC,11001899,
Non POC,11001900,
Non POC,11001901,
Non POC,11001902,
Non POC,11001903,
Non POC,11001904,
Non POC,11001905,
Non POC,11001906,
Non POC,11001907,
Non POC,11001908,
Non POC,11001909,
Non POC,11001910,
Non POC,11001911,
Non POC,11001912,
Non POC,11001913,
Non POC,11001914,
Non POC,11001915,
Non POC,11001916,
Non POC,11001917,
Non POC,11001918,
Non POC,11001919,
Non POC,11001920,
Non POC,11001921,
Non POC,11001922,
Non POC,11001923,
Non POC,11001924,
Non POC,11001925,
EOL,11001926,
Non POC,11001927,
Non POC,11001928,
Non POC,11001929,
Non POC,11001930,
Non POC,11001931,
Non POC,11001932,
Non POC,11001933,
Non POC,11001934,
Non POC,11001935,
Non POC,11001936,
Non POC,11001937,
Non POC,11001938,
Non POC,11001939,
Non POC,11001940,
Non POC,11001941,
Non POC,11001942,
EOL,11001943,
Non POC,11001944,
Non POC,11001945,
Non POC,11001946,
Non POC,11001947,
Non POC,11001948,
Non POC,11001949,
Non POC,11001950,
Non POC,11001951,
Non POC,11001952,
Non POC,11001953,
Non POC,11001954,
Non POC,11001955,
Non POC,11001956,
Non POC,11001957,
Non POC,11001958,
Non POC,11001959,
Non POC,11001960,
Non POC,11001961,
Non POC,11001962,
Non POC,11001963,
Non POC,11001964,
Non POC,11001965,
Non POC,11001966,
Non POC,11001967,
Non POC,11001968,
Non POC,11001969,
Non POC,11001970,
Non POC,11001971,
Non POC,11001972,
Non POC,11001973,
Non POC,11001974,
Non POC,11001975,
Non POC,11001976,
Non POC,11001977,
Non POC,11001978,
Non POC,11001979,
Non POC,11001980,
Non POC,11001981,
Non POC,11001982,
Non POC,11001983,
Non POC,11001984,
Non POC,11001985,
Non POC,11001986,
Non POC,11001987,
Non POC,11001988,
Non POC,11001989,
Non POC,11001990,
Non POC,11001991,
Non POC,11001992,
Non POC,11001993,
Non POC,11001994,
Non POC,11001995,
Non POC,11001996,
Non POC,11001997,
Non POC,11001998,
Non POC,11001999,
Non POC,11002000,
Non POC,11002001,
Non POC,11002002,
Non POC,11002003,
Non POC,11002004,
Non POC,11002005,
Non POC,11002006,
Non POC,11002007,
Non POC,11002008,
Non POC,11002009,
Non POC,11002010,
Non POC,11002011,
Non POC,11002012,
Non POC,11002013,
Non POC,11002014,
Non POC,11002015,
Non POC,11002016,
Non POC,11002017,
Non POC,11002018,
Non POC,11002019,
Non POC,11002020,
Non POC,11002021,
Non POC,11002022,
Non POC,11002023,
Non POC,11002024,
Non POC,11002025,
Non POC,11002026,
Non POC,11002027,
Non POC,11002028,
Non POC,11002029,
Non POC,11002030,
Non POC,11002031,
Non POC,11002032,
Non POC,11002033,
Non POC,11002034,
Non POC,11002035,
Non POC,11002036,
Non POC,11002037,
Non POC,11002038,
Non POC,11002039,
Non POC,11002040,
Non POC,11002041,
Non POC,11002042,
Non POC,11002043,
Non POC,11002044,
Non POC,11002045,
Non POC,11002046,
Non POC,11002047,
Non POC,11002048,
Non POC,11002049,
Non POC,11002050,
Non POC,11002051,
Non POC,11002052,
Non POC,11002053,
Non POC,11002054,
Non POC,11002055,
Non POC,11002056,
Non POC,11002057,
Non POC,11002058,
Non POC,11002059,
Non POC,11002060,
Non POC,11002061,
Non POC,11002062,
Non POC,11002063,
Non POC,11002064,
Non POC,11002065,
Non POC,11002066,
Non POC,11002067,
Non POC,11002068,
Non POC,11002069,
Non POC,11002070,
Non POC,11002071,
Non POC,11002072,
Non POC,11002073,
Non POC,11002074,
Non POC,11002075,
Non POC,11002076,
Non POC,11002077,
Non POC,11002078,
Non POC,11002079,
Non POC,11002080,
Non POC,11002081,
Non POC,11002082,
Non POC,11002083,
Non POC,11002084,
Non POC,11002085,
Non POC,11002086,
Non POC,11002087,
Non POC,11002088,
Non POC,11002089,
Non POC,11002090,
Non POC,11002091,
Non POC,11002092,
Non POC,11002093,
Non POC,11002094,
Non POC,11002095,
Non POC,11002096,
Non POC,11002097,
Non POC,11002098,
Non POC,11002099,
Non POC,11002100,
Non POC,11002101,
Non POC,11002102,
Non POC,11002103,
Non POC,11002104,
Non POC,11002105,
Non POC,11002106,
Non POC,11002107,
Non POC,11002108,
Non POC,11002109,
Non POC,11002110,
Non POC,11002111,
Non POC,11002112,
Non POC,11002113,
Non POC,11002114,
Non POC,11002115,
Non POC,11002116,
Non POC,11002117,
Non POC,11002118,
Non POC,11002119,
Non POC,11002120,
Non POC,11002121,
Non POC,11002122,
Non POC,11002123,
Non POC,11002124,
Non POC,11002125,
Non POC,11002126,
Non POC,11002127,
Non POC,11002128,
Non POC,11002129,
Non POC,11002130,
Non POC,11002131,
Non POC,11002132,
Non POC,11002133,
Non POC,11002134,
Non POC,11002135,
Non POC,11002136,
Non POC,11002137,
Non POC,11002138,
Non POC,11002139,
Non POC,11002140,
Non POC,11002141,
Non POC,11002142,
Non POC,11002143,
Non POC,11002144,
Non POC,11002145,
Non POC,11002146,
Non POC,11002147,
Non POC,11002148,
Non POC,11002149,
Non POC,11002150,
Non POC,11002151,
Non POC,11002152,
Non POC,11002153,
Non POC,11002154,
Non POC,11002155,
Non POC,11002156,
Non POC,11002157,
Non POC,11002158,
Non POC,11002159,
Non POC,11002160,
Non POC,11002161,
Non POC,11002162,
Non POC,11002163,
Non POC,11002164,
Non POC,11002165,
Non POC,11002166,
Non POC,11002167,
Non POC,11002168,
Non POC,11002169,
Non POC,11002170,
Non POC,11002171,
Non POC,11002172,
Non POC,11002173,
Non POC,11002174,
Non POC,11002175,
Non POC,11002176,
Non POC,11002177,
Non POC,11002178,
Non POC,11002179,
Non POC,11002180,
Non POC,11002181,
Non POC,11002182,
Non POC,11002183,
Non POC,11002184,
Non POC,11002185,
Non POC,11002186,
Non POC,11002187,
Non POC,11002188,
Non POC,11002189,
Non POC,11002190,
Non POC,11002191,
Non POC,11002192,
Non POC,11002193,
Non POC,11002194,
Non POC,11002195,
Non POC,11002196,
Non POC,11002197,
Non POC,11002198,
Non POC,11002199,
Non POC,11002200,
Non POC,11002201,
Non POC,11002202,
Non POC,11002203,
Non POC,11002204,
Non POC,11002205,
Non POC,11002206,
Non POC,11002207,
Non POC,11002208,
Non POC,11002209,
Non POC,11002210,
Non POC,11002211,
Non POC,11002212,
Non POC,11002213,
Non POC,11002214,
Non POC,11002215,
Non POC,11002216,
Non POC,11002217,
Non POC,11002218,
Non POC,11002219,
Non POC,11002220,
Non POC,11002221,
Non POC,11002222,
Non POC,11002223,
Non POC,11002224,
Non POC,11002225,
Non POC,11002226,
Non POC,11002227,
Non POC,11002228,
Non POC,11002229,
Non POC,11002230,
Non POC,11002231,
Non POC,11002232,
Non POC,11002233,
Non POC,11002234,
Non POC,11002235,
Non POC,11002236,
Non POC,11002237,
Non POC,11002238,
Non POC,11002239,
Non POC,11002240,
Non POC,11002241,
Non POC,11002242,
